formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C9H7NO3	[M - H]-	C9H6NO3-	Shikimates and Phenylpropanoids	0.880	Phenylpropanoids (C6-C3)	0.349	Cinnamic acids and derivatives	0.182	Benzenoids	0.998	Benzene and substituted derivatives	0.932	Nitrobenzenes	0.902			Nitrobenzenes	0.902	Organic compounds; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	176.035	350	5.838	731530938167407373	731530863395547407	731530863395547407_UNKNOWN_M176T202_NEG	
3	C4H6FN4O3	[M - H]-	C4H5FN4O3-	Alkaloids	0.217	Histidine alkaloids	0.043	Pyrimidine nucleosides	0.046	Organic 1,3-dipolar compounds	0.998	Allyl-type 1,3-dipolar organic compounds	0.998	Organic nitro compounds	0.998	C-nitro compounds	0.997	Nitroaromatic compounds	0.986	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Aryl fluorides; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Halopyrimidines; Amines; Primary amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	176.035	350	5.838	731530938167407374	731530863395547407	731530863395547407_UNKNOWN_M176T202_NEG	
1	C7H10O5	[M - H]-	C7H9O5-	Carbohydrates	0.557	Saccharides	0.597	Monosaccharides	0.595	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.700	Secondary alcohols	0.519	Secondary alcohols	0.519	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	173.045	353	5.877	731530940033872803	731530862934173915	731530862934173915_UNKNOWN_M173T363_NEG	
1	C8H13NO6	[M - H]-	C8H12NO6-	Carbohydrates	0.997	Aminosugars and aminoglycosides	0.986	Aminosugars	0.995	Organic acids and derivatives	0.972	Hydroxy acids and derivatives	0.795	Beta hydroxy acids and derivatives	0.608			Beta hydroxy acids and derivatives	0.608	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Hydroxy acids and derivatives; Hemiacetals; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.067	355	5.909	731530942319768747	731530866457389655	731530866457389655_UNKNOWN_M218T424_NEG	
1	C7H7NO3	[M - H]-	C7H6NO3-	Alkaloids	0.701	Small peptides	0.596	Aminoacids	0.585	Organoheterocyclic compounds	0.714	Heteroaromatic compounds	0.846					Heteroaromatic compounds	0.846	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152.035	361	6.022	731530936758121096	731530861780740183	731530861780740183_UNKNOWN_M152T427_NEG	
1	C10H14N2O6	[M - H]-	C10H13N2O6-	Carbohydrates	0.991	Nucleosides	0.997	Pyrimidine nucleosides	0.997	Nucleosides, nucleotides, and analogues	0.934	Pyrimidine nucleosides	0.968					Pyrimidine nucleosides	0.968	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Oxolanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	257.077	363	6.054	731530945754904102	731530867547908815	731530867547908815_UNKNOWN_M257T368_NEG	
1	C10H7NO3	[M - H]-	C10H6NO3-	Alkaloids	0.990	Anthranilic acid alkaloids	0.920	Acridone alkaloids	0.196	Organoheterocyclic compounds	1.000	Quinolines and derivatives	0.995	Quinoline carboxylic acids	0.995			Quinoline carboxylic acids	0.995	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Hydroxyquinolines; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Hydroquinolines; Hydroquinolones; Pyridinecarboxylic acids; Benzenoids; Quinoline carboxylic acids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.035	364	6.071	731530935764070969	731530864599312787	731530864599312787_UNKNOWN_M188T216_NEG	
2	C7H8FNO4	[M - H]-	C7H7FNO4-	Alkaloids	0.593	Nicotinic acid alkaloids	0.362	Pyridine alkaloids	0.358	Organoheterocyclic compounds	0.907	Pyridines and derivatives	0.905	Pyridinecarboxylic acids and derivatives	0.954	Pyridinecarboxylic acids	0.953	Pyridinecarboxylic acids	0.953	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Organofluorides; Pyridinecarboxylic acids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.035	364	6.071	731530935764070970	731530864599312787	731530864599312787_UNKNOWN_M188T216_NEG	
1	C7H10N4	[M - H]-	C7H9N4-	Alkaloids	0.997	Histidine alkaloids	0.868	Imidazole alkaloids	0.868	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.801	Aralkylamines	0.764	Aralkylamines	0.764	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Monoalkylamines; Amines; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	149.082	372	6.193	731530937211106008	731530861545859135	731530861545859135_UNKNOWN_M149T391_NEG	
1	C6H12O2	[M - H]-	C6H11O2-	Fatty acids	0.993	Fatty acyls	0.683	Fatty alcohols	0.401	Organic oxygen compounds	0.995	Organooxygen compounds	0.994	Alcohols and polyols	0.846			Alcohols and polyols	0.846	Organic compounds; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	115.076	375	6.253	731530937873806090	731530858463045395	731530858463045395_UNKNOWN_M115T264_NEG	
1	C3H4O2	[M - H]-	C3H3O2-	Fatty acids	0.994	Fatty acyls	0.907	Fatty aldehydes	0.468	Organic oxygen compounds	0.937	Organooxygen compounds	0.958	Carbonyl compounds	0.769	Aldehydes	0.620	Short-chain aldehydes	0.592	Organic compounds; Aldehydes; Organooxygen compounds; Carbonyl compounds; Short-chain aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	71.014	376	6.275	731530936959447733	731530855849993831	731530855849993831_UNKNOWN_M71T420_NEG	
1	C6H6O5	[M - H]-	C6H5O5-	Fatty acids	0.378	Fatty Acids and Conjugates	0.498	Dicarboxylic acids	0.376	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.961	Ketones	0.727	Ketones	0.727	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	157.014	377	6.286	731530938897216342	731530862137256063	731530862137256063_UNKNOWN_M157T322_NEG	
1	C6H9NO3S	[M - H]-	C6H8NO3S-	Amino acids and Peptides	0.972	β-lactams	0.255	Penicillins	0.418	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.957	Amino acids and derivatives	0.955	Alpha amino acids and derivatives	0.951	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Thiazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Thiohemiaminal derivatives; Carbonyl compounds; Azolidines; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.023	377	6.291	731530937139802823	731530863001282787	731530863001282787_UNKNOWN_M174T368_NEG	
1	C4H12O3SSi	[M - H]-	C4H11O3SSi-	Fatty acids	0.528	Diterpenoids	0.046	Hydrocarbons	0.012	Organic acids and derivatives	0.996	Organic sulfonic acids and derivatives	0.998	Organosulfonic acids and derivatives	0.998	Alkanesulfonic acids and derivatives	0.989	Alkanesulfonic acids	0.991	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Sulfonyls; Organosulfonic acids; Alkyl halides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic anions; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	167.021	380	6.330	731530940449108972	731530862678321343	731530862678321343_UNKNOWN_M167T529_NEG	
1	C4H9NO4S	[M - H]-	C4H8NO4S-	Amino acids and Peptides	0.432	Fatty amides	0.137	N-acyl amines	0.038	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.986	Carboxylic acid derivatives	0.988	Carboxylic acid amides	0.980	Secondary carboxylic acid amides	0.790	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.018	381	6.343	731530940373611474	731530862535714991	731530862535714991_UNKNOWN_M166T384_NEG	
1	C6H8N4O	[M - H]-	C6H7N4O-	Alkaloids	0.833	Histidine alkaloids	0.911	Imidazole alkaloids	0.911	Organoheterocyclic compounds	0.999	Azoles	0.779	Imidazoles	0.548	Substituted imidazoles	0.585	Substituted imidazoles	0.585	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	151.061	382	6.374	731530938330985245	731530861747185747	731530861747185747_UNKNOWN_M151T318_NEG	
1	C6H8N4O	[M - H]-	C6H7N4O-	Alkaloids	0.833	Histidine alkaloids	0.911	Imidazole alkaloids	0.911	Organoheterocyclic compounds	0.999	Azoles	0.779	Imidazoles	0.548	Substituted imidazoles	0.585	Substituted imidazoles	0.585	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	151.061	382	6.374	731530941610931285	731530861705242703	731530861705242703_UNKNOWN_M151T476_NEG	
1	C11H23NO4S2	[M - H]-	C11H22NO4S2-	Amino acids and Peptides	0.412	Fatty amides	0.037	N-acyl amines	0.046	Organic acids and derivatives	0.997	Organic sulfuric acids and derivatives	0.822					Organic sulfuric acids and derivatives	0.822	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organic sulfuric acids and derivatives; Sulfonyls; Organosulfonic acids; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.102	385	6.423	731530939861906322	731530868361603879	731530868361603879_UNKNOWN_M296T376_5_NEG	
2	C8H19N5O5S	[M - H]-	C8H18N5O5S-	Alkaloids	0.928	Guanidine alkaloids	0.699	Tricyclic guanidine alkaloids	0.205	Organic acids and derivatives	0.998	Organic sulfuric acids and derivatives	0.973	Sulfuric acid esters	0.764	Sulfuric acid monoesters	0.799	Sulfuric acid monoesters	0.799	Organic compounds; Organoheterocyclic compounds; Imines; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Amines; Carboximidamides; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.102	385	6.423	731530939861906323	731530868361603879	731530868361603879_UNKNOWN_M296T376_5_NEG	
1	C9H8O4	[M - H]-	C9H7O4-	Shikimates and Phenylpropanoids	0.987	Phenylpropanoids (C6-C3)	0.945	Cinnamic acids and derivatives	0.955	Phenylpropanoids and polyketides	0.795	Cinnamic acids and derivatives	0.854	Hydroxycinnamic acids and derivatives	0.798	Coumaric acids and derivatives	0.757	Coumaric acids and derivatives	0.757	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	179.035	386	6.429	731530944072987980	731530863726897459	731530863726897459_UNKNOWN_M179T506_NEG	
2	C6H9FO5	[M - H]-	C6H8FO5-	Fatty acids	0.877	Fatty Acids and Conjugates	0.709	Halogenated fatty acids	0.569	Lipids and lipid-like molecules	0.539	Fatty Acyls	0.624	Fatty acids and conjugates	0.575	Halogenated fatty acids	0.731	Halogenated fatty acids	0.731	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Halogenated fatty acids; Alkyl fluorides; Carboxylic acids; Organofluorides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	179.035	386	6.429	731530944072987981	731530863726897459	731530863726897459_UNKNOWN_M179T506_NEG	
1	C4H7N3O	[M - H]-	C4H6N3O-	Alkaloids	0.992	Histidine alkaloids	0.998	Imidazole alkaloids	0.998	Organoheterocyclic compounds	0.977	Azoles	0.596					Azoles	0.596	Organic compounds; Organoheterocyclic compounds; Imines; Organonitrogen compounds; Organooxygen compounds; Guanidines; Azoles; Azolines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	112.052	386	6.432	731530936049283689	731530858131695351	731530858131695351_UNKNOWN_M112T389_NEG	
1	C5H5N5	[M - H]-	C5H4N5-	Alkaloids	0.990	Pseudoalkaloids (transamidation)	0.918	Purine alkaloids	0.967	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.993	Purines and purine derivatives	0.994	6-aminopurines	0.922	6-aminopurines	0.922	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	134.047	390	6.508	731530936342884989	731530860744746979	731530860744746979_UNKNOWN_M134T384_NEG	
1	C10H9NO3	[M - H]-	C10H8NO3-	Alkaloids	0.950	Tryptophan alkaloids	0.979	Simple oxindole alkaloids	0.992	Organoheterocyclic compounds	0.998	Indoles and derivatives	0.987	Indolyl carboxylic acids and derivatives	0.843			Indolyl carboxylic acids and derivatives	0.843	Organic compounds; Organoheterocyclic compounds; Pyrroles; Lactams; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.051	391	6.518	731530937118831288	731530864859359663	731530864859359663_UNKNOWN_M190T251_NEG	
2	C7H10FNO4	[M - H]-	C7H9FNO4-	Amino acids and Peptides	0.915	Small peptides	0.878	Aminoacids	0.808	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.876	Amino acids and derivatives	0.877	Alpha amino acids and derivatives	0.866	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Aryl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.051	391	6.518	731530937118831289	731530864859359663	731530864859359663_UNKNOWN_M190T251_NEG	
1	C11H16N2O8	[M - H]-	C11H15N2O8-	Carbohydrates	1.000	Nucleosides	1.000	Pyrimidine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.957	Pyrimidine nucleosides	0.965					Pyrimidine nucleosides	0.965	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	303.083	392	6.541	731530941745149037	731530868583902019	731530868583902019_UNKNOWN_M303T461_NEG	
1	C11H16N2O8	[M - H]-	C11H15N2O8-	Carbohydrates	1.000	Nucleosides	1.000	Pyrimidine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.957	Pyrimidine nucleosides	0.965					Pyrimidine nucleosides	0.965	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	303.083	392	6.541	731530951765342451	731530868550347583	731530868550347583_UNKNOWN_M303T369_NEG	
1	C9H13N3O5	[M - H]-	C9H12N3O5-	Carbohydrates	0.994	Nucleosides	0.939	Pyrimidine nucleosides	0.968	Nucleosides, nucleotides, and analogues	0.713	Pyrimidine nucleosides	0.869					Pyrimidine nucleosides	0.869	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Pyrimidine nucleosides; Ureas; Diazines; Secondary alcohols; Hydropyrimidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.079	394	6.560	731530945067038134	731530866969094799	731530866969094799_UNKNOWN_M242T445_NEG	
1	C8H11NO3	[M - H]-	C8H10NO3-	Amino acids and Peptides	0.857	Small peptides	0.079	Aminoacids	0.095	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Alcohols and polyols	0.891	Primary alcohols	0.846	Primary alcohols	0.846	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.066	395	6.591	731530938481980219	731530862825121999	731530862825121999_UNKNOWN_M168T366_NEG	
1	C8H10FNO4	[M - H]-	C8H9FNO4-	Amino acids and Peptides	0.884	Small peptides	0.971	Aminoacids	0.881	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.974	Amino acids and derivatives	0.973	N-acyl-alpha amino acids	0.510	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Aryl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	202.054	398	6.627	731530940524606461	731530865849215511	731530865849215511_UNKNOWN_M202T373_NEG	
1	C10H12N4O4	[M - H]-	C10H11N4O4-	Carbohydrates	0.999	Nucleosides	0.999	Purine nucleosides	1.000	Nucleosides, nucleotides, and analogues	0.989	Purine nucleosides	0.992	Purine 2'-deoxyribonucleosides	0.935			Purine 2'-deoxyribonucleosides	0.935	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Diazines; 6-oxopurines; Secondary alcohols; Imidazopyrimidines; Purine 2'-deoxyribonucleosides; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	251.078	400	6.659	731530947038361314	731530867363359419	731530867363359419_UNKNOWN_M251T420_NEG	
1	C6H8O6	[M - H]-	C6H7O6-	Fatty acids	0.926	Fatty Acids and Conjugates	0.936	Dicarboxylic acids	0.948	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.990	Tricarboxylic acids and derivatives	0.801			Tricarboxylic acids and derivatives	0.801	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	175.025	401	6.686	731530940881122342	731530863177443575	731530863177443575_UNKNOWN_M175T383_NEG	
1	C8H10ClNO3	[M - H]-	C8H9ClNO3-	Amino acids and Peptides	0.645	Small peptides	0.532	Phenylethylamines	0.502	Organic acids and derivatives	0.884	Carboxylic acids and derivatives	0.853	Amino acids, peptides, and analogues	0.541	Amino acids and derivatives	0.536	Amino acids	0.634	Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Alkyl chlorides; Carboxylic acids; Organochlorides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Alkyl halides; Aromatic alcohols; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	202.029	402	6.705	731530944035239229	731530865815661075	731530865815661075_UNKNOWN_M202T433_NEG	
