formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C4H3ClN4O	[M - H]-	C4H2ClN4O-	Alkaloids	0.728	Pseudoalkaloids (transamidation)	0.144	Purine alkaloids	0.558	Organoheterocyclic compounds	1.000	Diazines	0.613	Pyrimidines and pyrimidine derivatives	0.479	Halopyrimidines	0.585	Halopyrimidines	0.585	Organic compounds; Organoheterocyclic compounds; Pyrazoles; Organohalogen compounds; Organonitrogen compounds; Azoles; Aryl chlorides; Diazines; Organochlorides; Halopyrimidines; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	156.991	122	2.032	731535626835975998	731535564353426098	731535564353426098_UNKNOWN_M157T153_NEG	
2	C5H6N2S2	[M - H]-	C5H5N2S2-	Alkaloids	0.870	Nicotinic acid alkaloids	0.505	Pyridine alkaloids	0.504	Organoheterocyclic compounds	0.992	Thiolactams	0.569					Thiolactams	0.569	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiolactams; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	156.991	122	2.032	731535626835975997	731535564353426098	731535564353426098_UNKNOWN_M157T153_NEG	
1	C6H4N4	[M - H]-	C6H3N4-	Alkaloids	0.992	Histidine alkaloids	0.372	Imidazole alkaloids	0.372	Organoheterocyclic compounds	0.999	Diazines	0.625					Diazines	0.625	Organic compounds; Organoheterocyclic compounds; Pyrroles; Organonitrogen compounds; Diazines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	131.036	122	2.033	731535625602850476	731535562470183382	731535562470183382_UNKNOWN_M131T122_NEG	
1	C7H2N4	[M - H]-	C7HN4-	Alkaloids	0.997	Nicotinic acid alkaloids	0.138	Pyridine alkaloids	0.135	Organoheterocyclic compounds	1.000	Pyridines and derivatives	0.575					Pyridines and derivatives	0.575	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Organonitrogen compounds; Nitriles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities	141.017	122	2.033	731535602903274802	731535563061580310	731535563061580310_UNKNOWN_M141T125_NEG	
1	C7H2N4	[M - H]-	C7HN4-	Alkaloids	0.997	Nicotinic acid alkaloids	0.138	Pyridine alkaloids	0.135	Organoheterocyclic compounds	1.000	Pyridines and derivatives	0.575					Pyridines and derivatives	0.575	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Organonitrogen compounds; Nitriles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities	141.017	122	2.033	731535624491359743	731535563023831570	731535563023831570_UNKNOWN_M141T191_NEG	
1	C6H3N3	[M - H]-	C6H2N3-	Alkaloids	0.998	Nicotinic acid alkaloids	0.324	Pyridine alkaloids	0.318	Organoheterocyclic compounds	1.000	Pyrrolopyridines	0.569					Pyrrolopyridines	0.569	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Pyrrolopyridines; Organonitrogen compounds; Nitriles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities	116.026	122	2.034	731535602173465859	731535560394002686	731535560394002686_UNKNOWN_M116T122_NEG	
1	C6H3N3	[M - H]-	C6H2N3-	Alkaloids	0.998	Nicotinic acid alkaloids	0.324	Pyridine alkaloids	0.318	Organoheterocyclic compounds	1.000	Pyrrolopyridines	0.569					Pyrrolopyridines	0.569	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Pyrrolopyridines; Organonitrogen compounds; Nitriles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organic nitrogen compounds; Chemical entities	116.026	122	2.034	731535602269934873	731535560058458334	731535560058458334_UNKNOWN_M116T272_NEG	
1	C4H11N4O	[M - H]-	C4H10N4O-	Alkaloids	0.900	Histidine alkaloids	0.168	Imidazole alkaloids	0.168	Organoheterocyclic compounds	0.979	Azoles	0.825	Pyrazoles	0.766			Pyrazoles	0.766	Organic compounds; Organoheterocyclic compounds; Pyrazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	130.087	122	2.035	731535623845436831	731535562365325770	731535562365325770_UNKNOWN_M130T244_NEG	
1	C5H7N3O	[M - H]-	C5H6N3O-	Alkaloids	0.725	Histidine alkaloids	0.529	Imidazole alkaloids	0.535	Organoheterocyclic compounds	0.988	Diazines	0.882	Pyrimidines and pyrimidine derivatives	0.912	Aminopyrimidines and derivatives	0.576	Aminopyrimidines and derivatives	0.576	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Hydropyrimidines; Amines; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.052	122	2.036	731535602936829244	731535561543242098	731535561543242098_UNKNOWN_M124T330_NEG	
1	C5H7N3O	[M - H]-	C5H6N3O-	Alkaloids	0.725	Histidine alkaloids	0.529	Imidazole alkaloids	0.535	Organoheterocyclic compounds	0.988	Diazines	0.882	Pyrimidines and pyrimidine derivatives	0.912	Aminopyrimidines and derivatives	0.576	Aminopyrimidines and derivatives	0.576	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Hydropyrimidines; Amines; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.052	122	2.036	731535603914102146	731535561505493358	731535561505493358_UNKNOWN_M124T122_NEG	
1	C5H7N3O	[M - H]-	C5H6N3O-	Alkaloids	0.725	Histidine alkaloids	0.529	Imidazole alkaloids	0.535	Organoheterocyclic compounds	0.988	Diazines	0.882	Pyrimidines and pyrimidine derivatives	0.912	Aminopyrimidines and derivatives	0.576	Aminopyrimidines and derivatives	0.576	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Hydropyrimidines; Amines; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	124.052	122	2.036	731535625242140281	731535561576796534	731535561576796534_UNKNOWN_M124T229_NEG	
1	C4H7FN4O	[M - H]-	C4H6FN4O-	Alkaloids	0.501	Histidine alkaloids	0.095	Imidazole alkaloids	0.094	Organoheterocyclic compounds	0.999	Diazines	0.857	Pyrimidines and pyrimidine derivatives	0.848	Aminopyrimidines and derivatives	0.786	Aminopyrimidines and derivatives	0.786	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aryl fluorides; Aminopyrimidines and derivatives; Diazines; Organofluorides; Halopyrimidines; Amines; Primary amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.052	122	2.039	731535627372846988	731535563174826530	731535563174826530_UNKNOWN_M145T122_NEG	
1	C4H7FN4O	[M - H]-	C4H6FN4O-	Alkaloids	0.501	Histidine alkaloids	0.095	Imidazole alkaloids	0.094	Organoheterocyclic compounds	0.999	Diazines	0.857	Pyrimidines and pyrimidine derivatives	0.848	Aminopyrimidines and derivatives	0.786	Aminopyrimidines and derivatives	0.786	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aryl fluorides; Aminopyrimidines and derivatives; Diazines; Organofluorides; Halopyrimidines; Amines; Primary amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	145.052	122	2.039	731535627460927396	731535563141272094	731535563141272094_UNKNOWN_M145T201_NEG	
1	C6H4N4O	[M - H]-	C6H3N4O-	Alkaloids	0.863	Pseudoalkaloids (transamidation)	0.379	Purine alkaloids	0.616	Organoheterocyclic compounds	1.000	Diazines	0.985	Pyrimidines and pyrimidine derivatives	0.968	Pyrimidones	0.931	Pyrimidones	0.931	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	147.031	122	2.039	731535603339482456	731535563388736062	731535563388736062_UNKNOWN_M147T206_2_NEG	
1	C3H7NO3	[M - H]-	C3H6NO3-	Amino acids and Peptides	0.994	Small peptides	0.998	Aminoacids	0.992	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	L-alpha-amino acids	0.612	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	104.035	134	2.233	731535601657566441	731535559202820238	731535559202820238_UNKNOWN_M104T123_NEG	
1	C5H5N5	[M - H]-	C5H4N5-	Alkaloids	0.990	Pseudoalkaloids (transamidation)	0.906	Purine alkaloids	0.959	Organoheterocyclic compounds	1.000	Imidazopyrimidines	0.992	Purines and purine derivatives	0.993	6-aminopurines	0.926	6-aminopurines	0.926	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	134.047	150	2.494	731535602106356988	731535562847670782	731535562847670782_UNKNOWN_M134T124_NEG	
2	C4H9NO4	[M - H]-	C4H8NO4-	Amino acids and Peptides	0.994	Small peptides	0.995	Aminoacids	0.997	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acids	0.942	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	134.047	150	2.494	731535602106356987	731535562847670782	731535562847670782_UNKNOWN_M134T124_NEG	
1	C12H26O4S	[M - H]-	C12H25O4S-	Fatty acids	0.979	Fatty acyls	0.088	Fatty alcohols	0.004	Organic acids and derivatives	0.999	Organic sulfuric acids and derivatives	0.999	Sulfuric acid esters	0.977	Sulfuric acid monoesters	0.912	Sulfuric acid monoesters	0.912	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265.148	170	2.840	731535608578168598	731535567759201334	731535567759201334_UNKNOWN_M265T166_2_NEG	
1	C12H26O4S	[M - H]-	C12H25O4S-	Fatty acids	0.979	Fatty acyls	0.088	Fatty alcohols	0.004	Organic acids and derivatives	0.999	Organic sulfuric acids and derivatives	0.999	Sulfuric acid esters	0.977	Sulfuric acid monoesters	0.912	Sulfuric acid monoesters	0.912	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265.148	170	2.840	731535626471071490	731535567817921598	731535567817921598_UNKNOWN_M265T261_NEG	
1	C12H26O4S	[M - H]-	C12H25O4S-	Fatty acids	0.979	Fatty acyls	0.088	Fatty alcohols	0.004	Organic acids and derivatives	0.999	Organic sulfuric acids and derivatives	0.999	Sulfuric acid esters	0.977	Sulfuric acid monoesters	0.912	Sulfuric acid monoesters	0.912	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265.148	170	2.840	731535627297349501	731535567788561466	731535567788561466_UNKNOWN_M265T166_3_NEG	
1	C8H18O2S2	[M - H]-	C8H17O2S2-	Fatty acids	0.994	Fatty acyls	0.582	Thia fatty acids	0.320	Organosulfur compounds	0.999	Sulfenyl compounds	0.981					Sulfenyl compounds	0.981	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209.068	172	2.858	731535604924929483	731535566970672094	731535566970672094_UNKNOWN_M209T250_NEG	
2	C7H14O7	[M - H]-	C7H13O7-	Carbohydrates	0.945	Saccharides	0.977	Monosaccharides	0.960	Organic acids and derivatives	0.759	Hydroxy acids and derivatives	0.777	Medium-chain hydroxy acids and derivatives	0.684			Medium-chain hydroxy acids and derivatives	0.684	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209.068	172	2.858	731535604924929484	731535566970672094	731535566970672094_UNKNOWN_M209T250_NEG	
1	C7H7NO3	[M - H]-	C7H6NO3-	Alkaloids	0.930	Anthranilic acid alkaloids	0.648	Anthranillic acid derivatives	0.925	Benzenoids	0.998	Benzene and substituted derivatives	0.984	Benzoic acids and derivatives	0.987	Hydroxybenzoic acid derivatives	0.793	Salicylamides	0.681	Organic compounds; Phenols; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Hydroxybenzoic acid derivatives; Primary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Salicylamides; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	152.035	183	3.052	731535602471261473	731535564152099482	731535564152099482_UNKNOWN_M152T428_NEG	
1	C7H7NO3	[M - H]-	C7H6NO3-	Alkaloids	0.930	Anthranilic acid alkaloids	0.648	Anthranillic acid derivatives	0.925	Benzenoids	0.998	Benzene and substituted derivatives	0.984	Benzoic acids and derivatives	0.987	Hydroxybenzoic acid derivatives	0.793	Salicylamides	0.681	Organic compounds; Phenols; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Hydroxybenzoic acid derivatives; Primary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Salicylamides; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	152.035	183	3.052	731535625816760007	731535564185653918	731535564185653918_UNKNOWN_M152T193_NEG	
1	C8H9NO3	[M - H]-	C8H8NO3-	Amino acids and Peptides	0.967	Small peptides	0.993	Aminoacids	0.989	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.912	Amino acids and derivatives	0.912	Alpha amino acids	0.655	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Aminophenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	166.051	188	3.138	731535604409030037	731535565108400906	731535565108400906_UNKNOWN_M166T188_NEG	
2	C5H10FNO4	[M - H]-	C5H9FNO4-	Amino acids and Peptides	0.788	Small peptides	0.904	Aminoacids	0.936	Organic acids and derivatives	0.960	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.732	Amino acids and derivatives	0.732	Amino acids	0.605	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	166.051	188	3.138	731535604409030038	731535565108400906	731535565108400906_UNKNOWN_M166T188_NEG	
1	C6H9FN4O	[M - H]-	C6H8FN4O-	Alkaloids	0.793	Histidine alkaloids	0.758	Imidazole alkaloids	0.755	Organoheterocyclic compounds	0.998	Heteroaromatic compounds	0.996					Heteroaromatic compounds	0.996	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organofluorides; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	171.068	190	3.159	731535603205264719	731535565339087654	731535565339087654_UNKNOWN_M171T124_2_NEG	
2	C8H12O4	[M - H]-	C8H11O4-	Fatty acids	0.139	Fatty Acids and Conjugates	0.158	Macrolide lactones	0.071	Organic acids and derivatives	0.895	Carboxylic acids and derivatives	0.887	Carboxylic acid derivatives	0.634	Carboxylic acid esters	0.623	Carboxylic acid esters	0.623	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	171.068	190	3.159	731535603205264720	731535565339087654	731535565339087654_UNKNOWN_M171T124_2_NEG	
3	C9H8N4	[M - H]-	C9H7N4-	Alkaloids	0.988	Histidine alkaloids	0.920	Imidazole alkaloids	0.920	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.570					Pyridines and derivatives	0.570	Organic compounds; Organoheterocyclic compounds; Imidazoles; Pyridines and derivatives; Organonitrogen compounds; Azoles; Substituted imidazoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	171.068	190	3.159	731535603205264721	731535565339087654	731535565339087654_UNKNOWN_M171T124_2_NEG	
1	C6H9FN4O	[M - H]-	C6H8FN4O-	Alkaloids	0.793	Histidine alkaloids	0.758	Imidazole alkaloids	0.755	Organoheterocyclic compounds	0.998	Heteroaromatic compounds	0.996					Heteroaromatic compounds	0.996	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organofluorides; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	171.068	190	3.159	731535625003064937	731535565305533218	731535565305533218_UNKNOWN_M171T216_NEG	
2	C8H12O4	[M - H]-	C8H11O4-	Fatty acids	0.139	Fatty Acids and Conjugates	0.158	Macrolide lactones	0.071	Organic acids and derivatives	0.895	Carboxylic acids and derivatives	0.887	Carboxylic acid derivatives	0.634	Carboxylic acid esters	0.623	Carboxylic acid esters	0.623	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	171.068	190	3.159	731535625003064938	731535565305533218	731535565305533218_UNKNOWN_M171T216_NEG	
3	C9H8N4	[M - H]-	C9H7N4-	Alkaloids	0.988	Histidine alkaloids	0.920	Imidazole alkaloids	0.920	Organoheterocyclic compounds	0.999	Pyridines and derivatives	0.570					Pyridines and derivatives	0.570	Organic compounds; Organoheterocyclic compounds; Imidazoles; Pyridines and derivatives; Organonitrogen compounds; Azoles; Substituted imidazoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	171.068	190	3.159	731535625003064939	731535565305533218	731535565305533218_UNKNOWN_M171T216_NEG	
1	C22H27N3O5S	[M - H]-	C22H26N3O5S-	Alkaloids	0.821	Tryptophan alkaloids	0.362	Imidazole alkaloids	0.029	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.587	Amino acids and derivatives	0.591	Amino acids and derivatives	0.591	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alkyl aryl ethers; Anisoles; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Phenol ethers; Benzenoids; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	444.162	191	3.181	731535607105967746	731535568400929942	731535568400929942_UNKNOWN_M444T192_NEG	
2	C19H28FN3O6S	[M - H]-	C19H27FN3O6S-	Alkaloids	0.490	Nucleosides	0.029	Pyrimidine nucleosides	0.101	Organoheterocyclic compounds	0.964	Diazines	0.588	Pyrimidines and pyrimidine derivatives	0.709	Pyrimidones	0.576	Pyrimidones	0.576	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diazines; Organofluorides; Carbonyl compounds; Hydropyrimidines; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	444.162	191	3.181	731535607105967747	731535568400929942	731535568400929942_UNKNOWN_M444T192_NEG	
3	C19H31N3O5S2	[M - H]-	C19H30N3O5S2-	Alkaloids	0.635	β-lactams	0.040	Thiodiketopiperazine alkaloids	0.042	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Dicarboxylic acids and derivatives	0.539			Dicarboxylic acids and derivatives	0.539	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	444.162	191	3.181	731535607105967748	731535568400929942	731535568400929942_UNKNOWN_M444T192_NEG	
1	C15H15NO3S2	[M - H]-	C15H14NO3S2-	Amino acids and Peptides	0.217	Anthranilic acid alkaloids	0.014	Aminoacids	0.005	Benzenoids	0.937							Benzenoids	0.937	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiophenes; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonic acids; Benzenoids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.043	193	3.219	731535614043347257	731535568220574838	731535568220574838_UNKNOWN_M320T194_NEG	
